customerID,ChurnCategory,ChurnReason
2004-BVVI,Dissatisfaction,Product dissatisfaction
8289-PKJH,Competitor,Competitor had better devices
9217-QVNV,Attitude,Attitude of support person
0338-URWA,Competitor,Competitor had better devices
2071-ZGIR,Dissatisfaction,Limited range of services
6286-QCIS,Price,Long distance charges
6215-KIUR,Price,Extra data charges
7206-EOID,Competitor,Competitor had better devices
3555-DQZS,Dissatisfaction,Product dissatisfaction
0594-WZZH,Competitor,Competitor had better devices
9353-UQZL,Attitude,Attitude of support person
3232-MGKL,Dissatisfaction,Network reliability
7652-IZJG,Other,Don't know
9029-BBNS,Other,Don't know
7545-ZNIK,Other,Don't know
0046-UGXS,Competitor,Competitor had better devices
7216-XVEJ,Attitude,Attitude of service provider
1908-AOEO,Attitude,Attitude of support person
0254-BHJM,Other,Poor expertise of online support
0067-BNMH,Attitude,Attitude of support person
2731-WLVM,Competitor,Competitor had better devices
1558-OFCR,Attitude,Attitude of service provider
7712-ECBS,Attitude,Attitude of service provider
7097-SRRX,Attitude,Attitude of support person
6070-URPL,Attitude,Attitude of support person
2444-MMZU,Competitor,Competitor had better devices
5962-QOLX,Attitude,Attitude of service provider
8874-YYVN,Attitude,Attitude of service provider
7986-KJMA,Price,Long distance charges
0535-VGOQ,Other,Deceased
6594-VGIQ,Other,Moved
1231-RUXU,Other,Moved
1941-VCPD,Other,Moved
5832-ZBRG,Competitor,Competitor had better devices
6910-USOR,Competitor,Competitor offered higher download speeds
8450-NBSE,Competitor,Competitor offered more data
9137-WQCO,Competitor,Competitor made better offer
3574-RQDL,Competitor,Competitor had better devices
4749-XRUZ,Competitor,Competitor had better devices
5833-ZJED,Competitor,Competitor had better devices
2953-OSWU,Competitor,Competitor had better devices
6071-CTCC,Attitude,Attitude of support person
9341-ULCR,Competitor,Competitor offered more data
0972-PBXC,Competitor,Competitor offered more data
6075-HBUD,Competitor,Competitor offered more data
7075-RMQX,Other,Don't know
3689-QYNS,Competitor,Competitor made better offer
1728-XKGA,Dissatisfaction,Product dissatisfaction
2110-KWXL,Dissatisfaction,Service dissatisfaction
7360-FLBD,Price,Long distance charges
1049-WMVU,Dissatisfaction,Network reliability
3425-YCVZ,Competitor,Competitor had better devices
4783-ZCUV,Competitor,Competitor had better devices
5726-LHDO,Price,Long distance charges
5746-IXSU,Competitor,Competitor had better devices
0089-SSWE,Competitor,Competitor had better devices
4172-XFEE,Dissatisfaction,Product dissatisfaction
6708-KMTN,Dissatisfaction,Service dissatisfaction
5951-TLKU,Competitor,Competitor had better devices
5182-ZHCG,Dissatisfaction,Network reliability
8083-RGFY,Competitor,Competitor made better offer
3106-PDGO,Competitor,Competitor made better offer
9340-HOSP,Other,Poor expertise of online support
0817-ZKSE,Dissatisfaction,Poor expertise of online support
1153-YYDP,Dissatisfaction,Poor expertise of phone support
3165-AFPH,Competitor,Competitor had better devices
1316-CXZB,Dissatisfaction,Product dissatisfaction
5206-CECI,Dissatisfaction,Service dissatisfaction
0449-GWEW,Attitude,Attitude of support person
2383-TBTM,Dissatisfaction,Network reliability
4487-TQQP,Dissatisfaction,Limited range of services
9331-GINT,Price,Lack of affordable download/upload speed
5845-WTCV,Price,Long distance charges
1754-GQXW,Competitor,Competitor had better devices
8385-RBJP,Price,Price too high
0316-JBJW,Dissatisfaction,Product dissatisfaction
8951-GWNC,Dissatisfaction,Service dissatisfaction
7989-FKBH,Competitor,Competitor had better devices
0193-XPLB,Competitor,Competitor had better devices
2344-UQWB,Other,Don't know
8612-MHNZ,Other,Poor expertise of online support
1395-DQPW,Price,Price too high
1849-KPXX,Competitor,Competitor had better devices
5616-IMBZ,Dissatisfaction,Service dissatisfaction
2493-OUPM,Attitude,Attitude of support person
7274-CSTS,Competitor,Competitor had better devices
7013-RSPJ,Dissatisfaction,Limited range of services
5372-YIZA,Price,Lack of affordable download/upload speed
8115-PQOF,Competitor,Competitor had better devices
2799-AJVS,Price,Extra data charges
7367-YWEP,Competitor,Competitor had better devices
8128-DUDD,Dissatisfaction,Product dissatisfaction
7499-PUBX,Attitude,Attitude of support person
2308-MTIW,Dissatisfaction,Network reliability
2712-DQPF,Other,Don't know
0530-GRDZ,Other,Don't know
9118-GMNG,Other,Poor expertise of online support
8463-RZJX,Price,Price too high
2407-JCHE,Dissatisfaction,Product dissatisfaction
7190-PDYI,Dissatisfaction,Service dissatisfaction
9948-QZEE,Attitude,Attitude of support person
7390-BAJP,Dissatisfaction,Network reliability
0908-DEWH,Dissatisfaction,Limited range of services
1799-DPSK,Attitude,Attitude of support person
3718-RMCS,Price,Long distance charges
4288-DYBU,Price,Extra data charges
5105-NZKR,Price,Price too high
3977-ZMPQ,Dissatisfaction,Product dissatisfaction
2270-DZUO,Dissatisfaction,Service dissatisfaction
4574-BXLQ,Attitude,Attitude of support person
5321-VLWM,Dissatisfaction,Network reliability
0070-ZOSH,Other,Poor expertise of online support
3548-OHEG,Other,Don't know
4727-GTZB,Other,Poor expertise of online support
8743-NBTM,Price,Price too high
1536-FWUS,Dissatisfaction,Product dissatisfaction
1229-SYLY,Competitor,Competitor had better devices
4561-QWIY,Attitude,Attitude of support person
0952-DZHO,Dissatisfaction,Network reliability
4261-WUJC,Dissatisfaction,Limited range of services
6210-ZVCF,Price,Lack of affordable download/upload speed
8925-FNER,Price,Long distance charges
6452-ZPVQ,Price,Extra data charges
0392-BBJJ,Price,Price too high
1055-BTWD,Dissatisfaction,Product dissatisfaction
0003-PKVZ,Dissatisfaction,Service dissatisfaction
7771-YDED,Attitude,Attitude of support person
0028-OJTA,Competitor,Competitor had better devices
1318-ADXQ,Other,Don't know
5058-LOFO,Other,Poor expertise of online support
8565-WWKG,Price,Long distance charges
5573-RVUY,Other,Moved
9286-LSDG,Other,Moved
0927-NBKU,Competitor,Competitor had better devices
0669-VISK,Competitor,Competitor had better devices
6276-QWUZ,Competitor,Competitor offered more data
9052-TRGX,Competitor,Competitor made better offer
0047-VZAS,Competitor,Competitor had better devices
9569-HZIO,Competitor,Competitor had better devices
8713-JVYM,Competitor,Competitor had better devices
8624-CHNO,Competitor,Competitor offered higher download speeds
1766-RWFR,Competitor,Competitor had better devices
7550-EGRQ,Competitor,Competitor offered more data
8478-UJUI,Competitor,Competitor offered more data
7396-JTUO,Competitor,Competitor offered more data
1260-QZEQ,Competitor,Competitor made better offer
7535-ZUIK,Price,Price too high
9985-QPZR,Dissatisfaction,Product dissatisfaction
1713-WJJK,Competitor,Competitor made better offer
2565-PUSO,Attitude,Attitude of support person
1208-XZTL,Dissatisfaction,Network reliability
3209-ADVM,Dissatisfaction,Limited range of services
9547-WUSI,Price,Lack of affordable download/upload speed
2227-IPDU,Price,Long distance charges
0988-JQKT,Price,Extra data charges
6451-WYTB,Price,Price too high
8370-JNTV,Dissatisfaction,Product dissatisfaction
7942-VPWE,Dissatisfaction,Service dissatisfaction
0400-SXPJ,Attitude,Attitude of support person
7586-FDFY,Competitor,Competitor made better offer
1739-NPSR,Other,Don't know
3780-RAVF,Other,Poor expertise of online support
1408-LEOW,Other,Don't know
7567-CCTC,Dissatisfaction,Poor expertise of online support
1593-CSSC,Dissatisfaction,Poor expertise of phone support
8427-JUOD,Competitor,Competitor made better offer
5569-ETPJ,Dissatisfaction,Product dissatisfaction
9886-GMFQ,Dissatisfaction,Service dissatisfaction
4320-ISSC,Attitude,Attitude of support person
8122-DPRC,Competitor,Competitor made better offer
0778-TZXY,Dissatisfaction,Limited range of services
9601-RKOY,Price,Lack of affordable download/upload speed
7738-XKDW,Price,Long distance charges
2398-OLSH,Price,Extra data charges
1799-PHFR,Price,Price too high
5409-SVVB,Dissatisfaction,Product dissatisfaction
0752-BYBV,Dissatisfaction,Service dissatisfaction
3218-MOPK,Attitude,Attitude of support person
4268-RAFJ,Dissatisfaction,Network reliability
8875-NPDU,Other,Don't know
7598-PWCQ,Other,Don't know
1143-VJMY,Price,Price too high
5116-LBXE,Attitude,Attitude of support person
0666-PMDU,Dissatisfaction,Network reliability
1374-ZAHA,Dissatisfaction,Limited range of services
6347-QZHF,Price,Long distance charges
2497-KMAR,Price,Extra data charges
4845-FXAH,Price,Price too high
5928-MQLM,Dissatisfaction,Product dissatisfaction
5109-IYDQ,Dissatisfaction,Service dissatisfaction
9464-NAXE,Attitude,Attitude of support person
3539-OYGC,Dissatisfaction,Network reliability
7230-CCXL,Other,Don't know
9845-MYDI,Other,Don't know
4023-ZNDW,Price,Price too high
3331-ZJQI,Dissatisfaction,Product dissatisfaction
7950-BMSP,Attitude,Attitude of support person
5354-NCQC,Dissatisfaction,Network reliability
9269-HWTL,Dissatisfaction,Limited range of services
8703-VUUT,Price,Lack of affordable download/upload speed
7751-FDEJ,Price,Long distance charges
5544-MGCA,Price,Extra data charges
8173-IKVF,Dissatisfaction,Product dissatisfaction
6961-VFFO,Dissatisfaction,Service dissatisfaction
5920-LAOX,Attitude,Attitude of support person
5298-NPSU,Dissatisfaction,Network reliability
8036-TFDY,Other,Don't know
6374-URXV,Other,Don't know
2579-TYFM,Price,Price too high
3043-HJLY,Dissatisfaction,Service dissatisfaction
4503-QYOB,Attitude,Attitude of support person
5499-BHPH,Dissatisfaction,Network reliability
2161-HMDR,Dissatisfaction,Limited range of services
2242-BBMU,Price,Lack of affordable download/upload speed
2010-GZSF,Price,Long distance charges
6777-EWLX,Price,Extra data charges
8730-MTEW,Price,Price too high
8120-URSH,Dissatisfaction,Product dissatisfaction
9954-HCPF,Competitor,Competitor made better offer
3296-IGBF,Price,Long distance charges
9880-BJRX,Dissatisfaction,Network reliability
3136-AOSU,Other,Don't know
0794-ADSL,Other,Don't know
7403-MNCG,Other,Don't know
1487-XYFA,Attitude,Attitude of support person
7380-HUUM,Other,Deceased
9417-ZKNM,Other,Moved
4921-KJFA,Other,Moved
3389-HQXG,Other,Moved
2227-RTZU,Competitor,Competitor had better devices
1374-SPCR,Competitor,Competitor had better devices
1095-AGSP,Other,Don't know
1962-YKMW,Competitor,Competitor had better devices
7314-PRDD,Competitor,Competitor had better devices
3218-FMUK,Competitor,Competitor offered higher download speeds
3223-MGYR,Competitor,Competitor offered higher download speeds
3174-WPAC,Competitor,Competitor offered higher download speeds
7918-QDLF,Competitor,Competitor offered more data
1640-PIPY,Competitor,Competitor offered more data
7972-OLGE,Competitor,Competitor offered more data
2894-KEDQ,Competitor,Competitor made better offer
8236-VPJM,Competitor,Competitor made better offer
3661-QMLJ,Price,Price too high
9854-MLCW,Dissatisfaction,Product dissatisfaction
8989-HVSR,Dissatisfaction,Service dissatisfaction
4941-UKSK,Competitor,Competitor made better offer
4849-VJQM,Dissatisfaction,Limited range of services
2524-PJAB,Attitude,Attitude of support person
5469-QTTA,Competitor,Competitor had better devices
9667-DPKR,Price,Extra data charges
2854-CTPM,Price,Price too high
5828-GSCW,Dissatisfaction,Product dissatisfaction
2539-PMGZ,Competitor,Competitor had better devices
2968-SEBZ,Dissatisfaction,Lack of self-service on Website
6599-MMRU,Dissatisfaction,Network reliability
1820-UIWZ,Other,Don't know
1206-AGGO,Competitor,Competitor made better offer
9801-FIDS,Price,Long distance charges
3591-HZVD,Competitor,Competitor had better devices
1300-AYND,Competitor,Competitor made better offer
6640-DXAP,Competitor,Competitor made better offer
6501-RRWS,Competitor,Competitor offered higher download speeds
2756-VSDX,Competitor,Competitor offered more data
2653-JCQM,Competitor,Competitor made better offer
8251-WNKS,Competitor,Competitor had better devices
9766-TUNO,Competitor,Competitor had better devices
5737-AKXQ,Competitor,Competitor had better devices
7967-MBCH,Attitude,Attitude of support person
2435-IYLS,Competitor,Competitor offered more data
8588-DBVO,Competitor,Competitor offered more data
2138-YQDU,Attitude,Attitude of support person
5769-UVOX,Competitor,Competitor made better offer
8895-XNGT,Competitor,Competitor made better offer
9697-APBH,Price,Price too high
5542-NQXX,Dissatisfaction,Product dissatisfaction
8595-WAGS,Competitor,Competitor made better offer
2434-HNZE,Dissatisfaction,Network reliability
7131-KQTQ,Dissatisfaction,Limited range of services
9071-WSUU,Price,Lack of affordable download/upload speed
7121-CZBF,Price,Long distance charges
0293-AIHG,Price,Extra data charges
9228-ELZU,Price,Price too high
5522-UBVX,Dissatisfaction,Product dissatisfaction
2273-URQB,Dissatisfaction,Service dissatisfaction
3702-WNRA,Competitor,Competitor made better offer
2890-FRVG,Dissatisfaction,Network reliability
0586-CAVY,Other,Don't know
1268-QDRX,Competitor,Competitor had better devices
7536-LYUW,Competitor,Competitor offered higher download speeds
1812-XLAI,Competitor,Competitor offered more data
7161-PENZ,Competitor,Competitor made better offer
4833-BDTE,Competitor,Competitor had better devices
7001-PGSY,Price,Long distance charges
9429-BKZT,Attitude,Attitude of support person
4140-AKPB,Competitor,Competitor had better devices
2535-WFRA,Competitor,Competitor offered higher download speeds
1603-HMZA,Competitor,Competitor offered more data
9145-CJET,Competitor,Competitor offered more data
2630-YJAZ,Competitor,Competitor offered more data
1922-GRSD,Competitor,Competitor made better offer
6094-EFGY,Competitor,Competitor made better offer
3157-EHBT,Price,Price too high
0439-XGMG,Dissatisfaction,Product dissatisfaction
7422-MPJW,Dissatisfaction,Service dissatisfaction
0769-TFOB,Competitor,Competitor made better offer
9224-AJIY,Dissatisfaction,Network reliability
5336-IWZF,Dissatisfaction,Limited range of services
2423-QXEC,Price,Lack of affordable download/upload speed
2509-HENA,Price,Long distance charges
2339-BVFU,Price,Extra data charges
1679-YUUE,Competitor,Competitor had better devices
0685-RMZP,Dissatisfaction,Product dissatisfaction
4608-TNVR,Dissatisfaction,Service dissatisfaction
3802-RDDD,Dissatisfaction,Lack of self-service on Website
2214-TDKP,Dissatisfaction,Network reliability
3730-IHXQ,Other,Don't know
9041-JQCT,Attitude,Attitude of service provider
2427-JRNY,Attitude,Attitude of support person
1671-JJTM,Attitude,Attitude of support person
6507-HWLH,Attitude,Attitude of support person
4275-PBVA,Competitor,Competitor had better devices
2528-NTIE,Competitor,Competitor had better devices
0958-NKOQ,Attitude,Attitude of service provider
4642-BERS,Competitor,Competitor had better devices
3965-GONM,Other,Deceased
5747-XGZG,Other,Moved
6476-KENA,Other,Moved
2026-BVBJ,Other,Moved
0558-OTEQ,Competitor,Competitor had better devices
6021-TSCV,Competitor,Competitor offered higher download speeds
3179-CDWC,Attitude,Attitude of support person
1375-TIIR,Competitor,Competitor made better offer
3674-HXHY,Competitor,Competitor had better devices
9808-ENVC,Competitor,Competitor had better devices
2583-BLKS,Competitor,Competitor offered higher download speeds
4544-YSVY,Competitor,Competitor offered higher download speeds
5880-MOFG,Attitude,Attitude of support person
7381-YXBG,Competitor,Competitor offered more data
2875-PAMY,Competitor,Competitor offered more data
4324-CTWA,Other,Don't know
2328-CNXN,Competitor,Competitor made better offer
5660-KCQO,Competitor,Competitor made better offer
2626-EKLI,Price,Price too high
2786-JMVY,Competitor,Competitor made better offer
6662-PNJU,Dissatisfaction,Service dissatisfaction
5707-SGWL,Dissatisfaction,Lack of self-service on Website
2181-OLAS,Dissatisfaction,Network reliability
0627-LLPX,Competitor,Competitor made better offer
6103-KXHN,Price,Lack of affordable download/upload speed
9573-JEAB,Price,Long distance charges
1732-YNYO,Price,Extra data charges
6282-TJED,Price,Price too high
6230-OMKZ,Dissatisfaction,Product dissatisfaction
6818-ZJIR,Dissatisfaction,Service dissatisfaction
2187-DZPX,Dissatisfaction,Network reliability
7013-MIFW,Other,Don't know
8557-PQQP,Other,Don't know
5002-VYPM,Other,Don't know
1625-MTHO,Dissatisfaction,Poor expertise of online support
3315-MHPJ,Competitor,Competitor made better offer
7530-AOPC,Competitor,Competitor offered higher download speeds
3431-HYLM,Competitor,Competitor offered more data
3563-GTZG,Competitor,Competitor made better offer
2507-XUKK,Competitor,Competitor had better devices
6394-WANL,Other,Don't know
6678-ZTPQ,Competitor,Competitor made better offer
0827-KHII,Competitor,Competitor offered higher download speeds
5973-XQFV,Competitor,Competitor offered more data
2923-JTWO,Competitor,Competitor offered more data
6004-XKDP,Competitor,Competitor offered more data
7750-SIBE,Competitor,Competitor made better offer
0350-XCGU,Competitor,Competitor made better offer
6229-UIZG,Price,Price too high
4811-UPIY,Dissatisfaction,Product dissatisfaction
1323-VNPI,Dissatisfaction,Service dissatisfaction
0764-GCFK,Dissatisfaction,Lack of self-service on Website
6875-WMIO,Attitude,Attitude of support person
9810-SIUJ,Dissatisfaction,Limited range of services
8763-DELH,Price,Lack of affordable download/upload speed
0921-ZTIV,Price,Long distance charges
5046-RZRA,Price,Extra data charges
6569-MPJS,Price,Price too high
7304-YNFU,Dissatisfaction,Product dissatisfaction
8401-RNML,Dissatisfaction,Service dissatisfaction
4986-MTJF,Dissatisfaction,Lack of self-service on Website
8004-RCJF,Attitude,Attitude of support person
1501-TKPX,Other,Don't know
4825-GJVD,Competitor,Competitor had better devices
2877-PZOH,Attitude,Attitude of support person
3723-SCRU,Competitor,Competitor offered more data
0103-ROMR,Competitor,Competitor made better offer
6730-BZHD,Competitor,Competitor had better devices
8879-YNER,Competitor,Competitor had better devices
5843-YZUY,Attitude,Attitude of support person
5644-CAZV,Competitor,Competitor offered higher download speeds
2906-IAUM,Competitor,Competitor offered higher download speeds
7413-RYFR,Competitor,Competitor offered more data
1380-RAHW,Competitor,Competitor offered more data
4778-OWRZ,Competitor,Competitor offered more data
8955-BKQM,Competitor,Competitor made better offer
5101-LCMQ,Competitor,Competitor made better offer
4531-ANJO,Price,Price too high
4995-JUBE,Dissatisfaction,Product dissatisfaction
1579-ZCUT,Dissatisfaction,Lack of self-service on Website
6989-QOLF,Dissatisfaction,Network reliability
6416-UBHW,Dissatisfaction,Limited range of services
5749-JLQO,Attitude,Attitude of support person
5111-XWWF,Price,Long distance charges
6843-NQXW,Price,Extra data charges
9286-ZJAG,Price,Price too high
3576-KQSZ,Dissatisfaction,Product dissatisfaction
2882-KFQQ,Dissatisfaction,Service dissatisfaction
8148-PVEM,Dissatisfaction,Lack of self-service on Website
6535-HEME,Dissatisfaction,Network reliability
4311-UKMI,Other,Don't know
9570-IFVO,Attitude,Attitude of service provider
2076-SPBP,Attitude,Attitude of support person
8716-KWIZ,Attitude,Attitude of support person
4323-BSDT,Attitude,Attitude of service provider
2894-ZYCG,Attitude,Attitude of service provider
3369-WWNM,Attitude,Attitude of support person
5297-HARB,Competitor,Competitor made better offer
9409-AEJK,Other,Moved
3422-CNZQ,Other,Moved
7120-URPH,Other,Moved
0618-XKNB,Competitor,Competitor had better devices
4396-ZKNK,Attitude,Attitude of support person
8782-OMAK,Competitor,Competitor offered more data
2617-UYYQ,Competitor,Competitor made better offer
6530-XTEP,Competitor,Competitor had better devices
4302-DJJT,Competitor,Competitor had better devices
0977-JHBI,Attitude,Attitude of support person
7167-KRAP,Competitor,Competitor offered higher download speeds
6349-GQOU,Attitude,Attitude of support person
1476-HJCV,Competitor,Competitor had better devices
5849-ECMG,Competitor,Competitor offered more data
9742-LQQI,Competitor,Competitor offered more data
4603-IRMK,Competitor,Competitor made better offer
6362-DJYY,Competitor,Competitor made better offer
3618-UGMW,Price,Price too high
2761-GDXR,Dissatisfaction,Product dissatisfaction
1384-LWVG,Dissatisfaction,Service dissatisfaction
0894-WUEE,Competitor,Competitor had better devices
2789-MCIT,Dissatisfaction,Network reliability
2331-CLBV,Price,Lack of affordable download/upload speed
2540-MHPP,Price,Long distance charges
5597-OBFV,Price,Long distance charges
9327-PDUY,Price,Price too high
6533-CQTO,Dissatisfaction,Product dissatisfaction
5914-BWMP,Dissatisfaction,Service dissatisfaction
9337-VMPD,Dissatisfaction,Lack of self-service on Website
4079-EGWY,Dissatisfaction,Network reliability
6528-ISUY,Other,Don't know
7216-ZIIQ,Other,Don't know
8070-BZST,Other,Don't know
1613-FLGJ,Competitor,Competitor had better devices
4086-QPER,Dissatisfaction,Poor expertise of phone support
1149-USPU,Competitor,Competitor had better devices
9049-VDZX,Attitude,Attitude of support person
3028-WDNH,Competitor,Competitor offered more data
2391-LXGG,Competitor,Competitor made better offer
9456-FATL,Competitor,Competitor had better devices
2085-IHHT,Competitor,Competitor had better devices
8574-HOBE,Attitude,Attitude of support person
1029-HGSO,Competitor,Competitor offered higher download speeds
0488-TZGJ,Competitor,Competitor offered higher download speeds
2462-GVZL,Competitor,Competitor offered more data
0833-FYWB,Competitor,Competitor offered more data
0231-PNMP,Competitor,Competitor offered more data
9335-JFZM,Competitor,Competitor made better offer
7583-RMVT,Competitor,Competitor made better offer
1324-GXZT,Price,Price too high
7977-KQLY,Dissatisfaction,Service dissatisfaction
5179-DBGK,Dissatisfaction,Lack of self-service on Website
4855-HNFM,Dissatisfaction,Network reliability
8407-JIEL,Dissatisfaction,Limited range of services
4216-LKEO,Competitor,Competitor had better devices
4817-JGDL,Price,Long distance charges
2688-ALAJ,Competitor,Competitor had better devices
0943-EAVB,Price,Price too high
0615-AKGT,Dissatisfaction,Product dissatisfaction
7567-HBWY,Competitor,Competitor had better devices
1035-JHQF,Competitor,Competitor had better devices
3607-RFMJ,Competitor,Competitor had better devices
4884-ACZX,Other,Don't know
1161-MUIH,Competitor,Competitor had better devices
3904-DGGF,Competitor,Competitor offered higher download speeds
5651-GOCM,Attitude,Attitude of service provider
9832-AKTI,Competitor,Competitor made better offer
0957-PFRL,Competitor,Competitor had better devices
3800-WUIT,Competitor,Competitor had better devices
1105-PRAB,Competitor,Competitor offered higher download speeds
5127-EYJS,Competitor,Competitor offered higher download speeds
1443-GGJW,Attitude,Attitude of support person
1356-SRKD,Competitor,Competitor offered more data
2706-XWVZ,Competitor,Competitor offered more data
1131-PFID,Competitor,Competitor offered more data
3691-SZBV,Competitor,Competitor made better offer
7997-TGGG,Price,Price too high
9112-IFUN,Dissatisfaction,Product dissatisfaction
3314-KNHM,Dissatisfaction,Service dissatisfaction
6893-XGEP,Dissatisfaction,Lack of self-service on Website
5878-PNMG,Dissatisfaction,Limited range of services
8609-AFGH,Price,Lack of affordable download/upload speed
4484-CLOS,Price,Long distance charges
5830-IBCE,Price,Extra data charges
9067-MDOY,Price,Price too high
0427-GNBF,Dissatisfaction,Product dissatisfaction
4794-PSFW,Dissatisfaction,Service dissatisfaction
2429-SFGL,Dissatisfaction,Lack of self-service on Website
7087-OBOQ,Dissatisfaction,Network reliability
4262-CYFW,Other,Don't know
6090-IUUD,Attitude,Attitude of service provider
3472-HKAO,Attitude,Attitude of support person
0318-NISS,Attitude,Attitude of support person
5159-CKSO,Attitude,Attitude of support person
4248-SNJX,Attitude,Attitude of service provider
8805-CFXT,Attitude,Attitude of service provider
2746-TIPH,Attitude,Attitude of service provider
0966-VXQW,Attitude,Attitude of support person
5414-WVUE,Other,Deceased
4972-EBSC,Other,Moved
9402-GHDH,Other,Moved
4574-BVZN,Other,Moved
5016-IDJZ,Competitor,Competitor had better devices
7167-HXEE,Other,Don't know
1686-GFDV,Competitor,Competitor offered more data
4372-HLSF,Competitor,Competitor made better offer
6161-SVBO,Competitor,Competitor had better devices
6416-BUSU,Competitor,Competitor had better devices
2910-BNDW,Competitor,Competitor offered higher download speeds
6545-OAQZ,Competitor,Competitor offered higher download speeds
0604-XBFE,Competitor,Competitor offered higher download speeds
5712-YUDR,Competitor,Competitor offered more data
2193-TMOP,Competitor,Competitor offered more data
9715-KKGJ,Competitor,Competitor offered more data
8876-KIKJ,Competitor,Competitor made better offer
9424-OKMS,Competitor,Competitor made better offer
4693-ISWA,Price,Price too high
3377-EXVK,Dissatisfaction,Product dissatisfaction
5151-SEQP,Dissatisfaction,Service dissatisfaction
5114-JYSC,Dissatisfaction,Lack of self-service on Website
7472-TNYK,Dissatisfaction,Network reliability
8297-EAWR,Dissatisfaction,Limited range of services
8557-LNQX,Price,Lack of affordable download/upload speed
0408-BVPM,Price,Long distance charges
8784-MLFU,Price,Extra data charges
4229-OXLB,Price,Price too high
8628-WWJH,Dissatisfaction,Product dissatisfaction
9322-TYHV,Dissatisfaction,Service dissatisfaction
6181-SEZR,Attitude,Attitude of support person
8190-FMJO,Dissatisfaction,Network reliability
7111-ESQL,Other,Don't know
8433-KEZR,Other,Don't know
1703-PUPS,Other,Don't know
9216-BNGI,Dissatisfaction,Poor expertise of online support
8195-TIHI,Dissatisfaction,Poor expertise of phone support
3612-CMIO,Competitor,Competitor made better offer
2945-UCWR,Competitor,Competitor offered higher download speeds
6378-IANI,Competitor,Competitor offered more data
3365-LANW,Competitor,Competitor made better offer
7938-KPIX,Competitor,Competitor had better devices
8454-JZLB,Competitor,Competitor made better offer
4494-XHHB,Competitor,Competitor had better devices
9795-MUCM,Competitor,Competitor offered higher download speeds
1302-ZJFA,Competitor,Competitor offered higher download speeds
8505-PLUA,Competitor,Competitor offered more data
4686-MFCE,Competitor,Competitor offered more data
2752-QWQN,Competitor,Competitor offered more data
9961-GXPU,Competitor,Competitor made better offer
1622-TQMB,Competitor,Competitor made better offer
5612-KWEA,Price,Price too high
6671-DGJI,Dissatisfaction,Service dissatisfaction
0143-MUHQ,Price,Long distance charges
5302-BDGB,Dissatisfaction,Limited range of services
7495-CLGQ,Competitor,Competitor had better devices
0295-ETJE,Price,Long distance charges
4539-DNTZ,Price,Extra data charges
8570-DECH,Price,Price too high
0696-CSAX,Competitor,Competitor made better offer
9912-LNHW,Competitor,Competitor had better devices
5538-IAKV,Dissatisfaction,Network reliability
7177-EXXC,Other,Don't know
4495-GOBD,Competitor,Competitor had better devices
4423-HLPN,Competitor,Competitor offered higher download speeds
1600-JQPR,Competitor,Competitor made better offer
0932-RUVI,Competitor,Competitor made better offer
7885-XCPM,Competitor,Competitor had better devices
2897-EGQE,Competitor,Competitor had better devices
8855-SXCX,Competitor,Competitor offered higher download speeds
7387-OPXU,Competitor,Competitor offered higher download speeds
7062-QUEU,Competitor,Competitor offered higher download speeds
3193-TQXM,Competitor,Competitor offered more data
1068-SBFV,Competitor,Competitor offered more data
2903-UORJ,Competitor,Competitor offered more data
6700-NBZE,Competitor,Competitor made better offer
4547-HEOK,Competitor,Competitor made better offer
4130-YGAL,Price,Price too high
7080-QIHQ,Price,Long distance charges
0161-TWZF,Dissatisfaction,Service dissatisfaction
7007-IFWQ,Attitude,Attitude of support person
6768-OVHM,Dissatisfaction,Network reliability
5066-TOHF,Dissatisfaction,Limited range of services
7322-UZSB,Price,Lack of affordable download/upload speed
7345-RANV,Price,Long distance charges
5381-UBGY,Price,Extra data charges
2801-HNDY,Price,Price too high
1730-EDDE,Dissatisfaction,Product dissatisfaction
1552-SGUS,Competitor,Competitor had better devices
7175-OISN,Dissatisfaction,Lack of self-service on Website
2043-XYRY,Dissatisfaction,Network reliability
4962-SJPR,Other,Don't know
0634-ILYL,Competitor,Competitor had better devices
6702-ZNFI,Competitor,Competitor had better devices
0223-FVOH,Attitude,Attitude of support person
9454-WFYI,Price,Long distance charges
0123-IQZY,Attitude,Attitude of service provider
3938-QCBR,Competitor,Competitor had better devices
8235-FHPP,Competitor,Competitor had better devices
8385-TROC,Competitor,Competitor made better offer
1963-FBWU,Other,Moved
7582-URJM,Other,Moved
6697-ISBM,Other,Moved
6275-HEXE,Competitor,Competitor had better devices
1194-ROHJ,Competitor,Competitor offered higher download speeds
2340-QFSN,Competitor,Competitor offered more data
6922-QDIZ,Competitor,Competitor made better offer
4963-PKUO,Competitor,Competitor had better devices
9474-DATU,Competitor,Competitor had better devices
3382-IGNP,Competitor,Competitor offered higher download speeds
7849-UBSH,Competitor,Competitor offered higher download speeds
6949-SJPA,Competitor,Competitor offered higher download speeds
0144-TNTL,Competitor,Competitor offered more data
0247-COJD,Other,Don't know
3484-BLMM,Competitor,Competitor offered more data
4313-VZVW,Competitor,Competitor made better offer
9245-TECR,Competitor,Competitor made better offer
9268-ALWQ,Other,Don't know
1539-UWJT,Dissatisfaction,Product dissatisfaction
5805-SKYM,Dissatisfaction,Service dissatisfaction
