Transaction ID,Date,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
221774,14/10/2020,14,Visa,Tap,13,POS,Services,China,China,United Kingdom,F,60,Barclays,1
221847,14/10/2020,17,MasterCard,PIN,26,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
221884,13/10/2020,22,Visa,Tap,17,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
221909,13/10/2020,1,Visa,Tap,29,ATM,Entertainment,Russia,Russia,United Kingdom,M,60,Halifax,1
221963,14/10/2020,7,MasterCard,PIN,279,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
221967,13/10/2020,13,MasterCard,PIN,292,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
222100,13/10/2020,16,Visa,Tap,14,Online,Gaming,China,China,China,F,60,Barclays,0
222267,13/10/2020,18,MasterCard,PIN,258,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
222283,13/10/2020,20,Visa,Tap,26,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
222357,14/10/2020,14,MasterCard,Tap,27,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
222412,13/10/2020,15,Visa,PIN,119,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
222445,14/10/2020,12,Visa,PIN,349,ATM,Subscription,Russia,Russia,United Kingdom,M,60,HSBC,0
222514,13/10/2020,20,MasterCard,Tap,30,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
222620,14/10/2020,7,MasterCard,PIN,115,POS,Entertainment,USA,USA,USA,F,60,Barclays,0
222716,13/10/2020,7,Visa,Tap,9,ATM,Subscription,United Kingdom,India,United Kingdom,F,60,RBS,0
222718,14/10/2020,15,Visa,Tap,21,Online,Electronics,Russia,Russia,Russia,M,60,Lloyds,0
222749,14/10/2020,23,MasterCard,PIN,281,ATM,Fashion,China,China,China,M,60,Barclays,0
222876,13/10/2020,17,Visa,PIN,396,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
222918,14/10/2020,11,Visa,Tap,18,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
222942,13/10/2020,19,MasterCard,PIN,258,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
222955,14/10/2020,23,Visa,PIN,276,Online,Food,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
223012,13/10/2020,10,MasterCard,PIN,374,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
223159,14/10/2020,22,Visa,PIN,32,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
223243,14/10/2020,3,MasterCard,Tap,10,ATM,Fashion,China,China,United Kingdom,F,60,HSBC,1
223411,13/10/2020,23,MasterCard,Tap,5,Online,Electronics,India,India,India,M,60,HSBC,0
223447,14/10/2020,9,Visa,PIN,257,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
223453,14/10/2020,7,Visa,Tap,27,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,60,HSBC,0
223470,13/10/2020,17,Visa,Tap,16,POS,Electronics,USA,USA,USA,M,60,Lloyds,0
223514,14/10/2020,18,MasterCard,Tap,20,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
223837,14/10/2020,10,Visa,Tap,25,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60,Barlcays,0
223842,14/10/2020,8,Visa,PIN,296,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
223877,14/10/2020,12,MasterCard,PIN,91,POS,Products,India,India,India,F,60,Barlcays,0
223886,14/10/2020,11,Visa,PIN,170,POS,Entertainment,USA,USA,United Kingdom,F,60,Barclays,0
223976,14/10/2020,21,MasterCard,PIN,367,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
224126,14/10/2020,21,Visa,PIN,114,ATM,Electronics,United Kingdom,India,United Kingdom,M,60,Barclays,0
224161,13/10/2020,17,Visa,PIN,310,Online,Products,United Kingdom,India,United Kingdom,M,60,Barclays,0
224236,14/10/2020,8,MasterCard,Tap,14,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
224283,13/10/2020,11,MasterCard,PIN,350,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,Lloyds,0
224312,14/10/2020,10,MasterCard,PIN,297,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
224333,14/10/2020,9,MasterCard,Tap,28,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
224367,14/10/2020,12,MasterCard,PIN,108,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
224455,13/10/2020,21,MasterCard,PIN,267,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,RBS,0
224598,14/10/2020,18,MasterCard,PIN,259,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Monzo,0
224611,14/10/2020,15,MasterCard,Tap,24,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
224720,13/10/2020,14,MasterCard,Tap,20,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
224739,13/10/2020,21,Visa,Tap,29,POS,Electronics,United Kingdom,Russia,United Kingdom,F,60,RBS,0
224744,14/10/2020,11,MasterCard,Tap,14,POS,Children,India,India,India,F,60,Lloyds,0
224830,13/10/2020,21,MasterCard,PIN,88,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
224965,14/10/2020,15,MasterCard,PIN,397,ATM,Gaming,India,India,United Kingdom,F,60,Monzo,0
225064,13/10/2020,10,Visa,Tap,27,ATM,Fashion,USA,USA,USA,M,60,Barclays,0
225081,13/10/2020,12,Visa,Tap,21,POS,Food,United Kingdom,China,United Kingdom,M,60,RBS,1
225135,13/10/2020,8,Visa,Tap,5,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
225185,13/10/2020,15,Visa,Tap,29,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
225309,13/10/2020,21,MasterCard,Tap,29,POS,Entertainment,United Kingdom,India,United Kingdom,F,60,Lloyds,0
225425,13/10/2020,14,Visa,Tap,23,POS,Electronics,India,India,United Kingdom,F,60,Barclays,1
225488,14/10/2020,9,MasterCard,Tap,30,POS,Fashion,USA,USA,USA,F,60,Halifax,0
225491,13/10/2020,9,Visa,Tap,5,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Monzo,0
225540,14/10/2020,10,MasterCard,PIN,16,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,Lloyds,0
225587,14/10/2020,13,Visa,PIN,326,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
225594,13/10/2020,8,MasterCard,Tap,5,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
225622,13/10/2020,9,Visa,PIN,212,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
225679,13/10/2020,9,MasterCard,Tap,28,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
225760,14/10/2020,16,MasterCard,Tap,26,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
225776,14/10/2020,16,Visa,PIN,278,ATM,Entertainment,United Kingdom,USA,United Kingdom,F,60,RBS,0
226091,14/10/2020,14,Visa,Tap,23,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
226102,14/10/2020,7,Visa,PIN,86,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
226389,14/10/2020,20,Visa,PIN,213,POS,Food,Russia,Russia,Russia,M,60,HSBC,0
226395,13/10/2020,16,MasterCard,Tap,22,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
226639,14/10/2020,21,Visa,PIN,198,Online,Electronics,United Kingdom,China,United Kingdom,M,60,Barclays,0
226640,13/10/2020,8,Visa,PIN,153,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
226642,14/10/2020,19,Visa,PIN,263,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
226658,13/10/2020,20,Visa,Tap,9,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
226832,14/10/2020,13,Visa,PIN,364,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
226877,13/10/2020,16,MasterCard,Tap,27,POS,Subscription,United Kingdom,USA,United Kingdom,M,60,Barclays,0
226888,14/10/2020,22,Visa,PIN,181,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
226981,13/10/2020,11,MasterCard,PIN,367,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
227219,13/10/2020,12,Visa,PIN,270,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
227245,13/10/2020,11,Visa,PIN,135,Online,Fashion,USA,USA,USA,M,60,HSBC,0
227310,14/10/2020,18,MasterCard,PIN,218,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
227388,14/10/2020,12,Visa,Tap,13,Online,Services,USA,USA,USA,F,60,Monzo,0
227474,14/10/2020,11,Visa,Tap,7,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
227644,14/10/2020,16,MasterCard,Tap,23,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
227659,14/10/2020,18,Visa,Tap,12,Online,Services,Russia,Russia,Russia,M,60,Barclays,0
227720,13/10/2020,20,Visa,Tap,29,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
227769,13/10/2020,12,MasterCard,PIN,351,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,RBS,0
227820,14/10/2020,16,MasterCard,Tap,17,ATM,Food,China,China,United Kingdom,M,60,HSBC,0
227925,14/10/2020,12,Visa,Tap,17,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
227984,13/10/2020,23,Visa,PIN,221,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
228007,13/10/2020,15,Visa,PIN,290,POS,Gaming,USA,USA,United Kingdom,F,60,Barclays,0
228019,13/10/2020,23,Visa,PIN,72,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,HSBC,0
228029,13/10/2020,22,Visa,Tap,17,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
228172,14/10/2020,23,Visa,PIN,250,POS,Food,USA,USA,USA,F,60,Lloyds,0
228176,13/10/2020,10,MasterCard,Tap,29,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,RBS,0
228351,13/10/2020,19,Visa,Tap,21,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
228415,13/10/2020,9,Visa,PIN,246,ATM,Restaurant,United Kingdom,China,United Kingdom,F,60,RBS,0
228713,14/10/2020,11,Visa,Tap,6,POS,Gaming,USA,USA,USA,M,60,Metro,0
228714,13/10/2020,13,Visa,Tap,25,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
228794,14/10/2020,8,Visa,PIN,65,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Barlcays,0
229000,14/10/2020,7,Visa,Tap,12,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
229026,13/10/2020,8,MasterCard,Tap,8,ATM,Restaurant,USA,USA,USA,F,60,Barlcays,0
229138,13/10/2020,7,Visa,Tap,21,Online,Gaming,USA,USA,USA,F,60,Barclays,0
229413,13/10/2020,16,Visa,Tap,26,ATM,Products,India,India,India,F,60,HSBC,0
229432,14/10/2020,9,Visa,Tap,22,ATM,Fashion,USA,USA,United Kingdom,F,60,Barlcays,1
229445,13/10/2020,8,Visa,PIN,398,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
229456,13/10/2020,8,MasterCard,Tap,16,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
229491,13/10/2020,10,MasterCard,PIN,19,ATM,Services,Russia,Russia,Russia,M,60,Barclays,0
229498,13/10/2020,16,MasterCard,Tap,10,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,RBS,0
229512,13/10/2020,17,Visa,Tap,19,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
229631,14/10/2020,10,Visa,PIN,31,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
229669,13/10/2020,17,Visa,PIN,75,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,60,RBS,0
229947,14/10/2020,20,Visa,Tap,7,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Barlcays,0
229993,14/10/2020,8,MasterCard,PIN,161,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
230010,13/10/2020,16,Visa,PIN,133,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
230032,14/10/2020,8,Visa,PIN,20,ATM,Electronics,USA,USA,USA,F,60,Barclays,0
230056,13/10/2020,18,MasterCard,Tap,9,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
230151,13/10/2020,8,MasterCard,PIN,369,POS,Entertainment,India,India,India,M,60,Metro,0
230154,14/10/2020,12,MasterCard,PIN,118,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
230175,14/10/2020,14,Visa,PIN,368,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
230231,13/10/2020,8,MasterCard,PIN,382,POS,Fashion,United Kingdom,India,United Kingdom,M,60,TSB,0
230327,13/10/2020,12,Visa,Tap,11,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
230389,13/10/2020,22,Visa,PIN,267,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
230394,14/10/2020,23,Visa,PIN,348,ATM,Services,United Kingdom,China,United Kingdom,F,60,Halifax,0
230398,14/10/2020,9,MasterCard,Tap,24,POS,Food,United Kingdom,India,United Kingdom,F,60,Barclays,0
230468,13/10/2020,7,Visa,PIN,141,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
230510,13/10/2020,19,Visa,PIN,374,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
230546,14/10/2020,20,Visa,Tap,24,ATM,Food,USA,USA,USA,F,60,Barclays,0
230569,13/10/2020,12,MasterCard,Tap,5,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
230604,14/10/2020,23,Visa,Tap,10,ATM,Subscription,USA,United Kingdom,USA,M,60,TSB,0
230608,13/10/2020,20,MasterCard,PIN,310,ATM,Children,India,India,India,M,60,HSBC,0
230979,14/10/2020,8,MasterCard,Tap,16,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
230980,13/10/2020,8,MasterCard,PIN,353,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
231001,14/10/2020,9,Visa,Tap,25,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,HSBC,0
231046,13/10/2020,9,Visa,PIN,239,Online,Subscription,USA,USA,USA,F,60,TSB,0
231107,14/10/2020,9,Visa,Tap,6,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
231169,14/10/2020,23,Visa,PIN,104,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
231212,13/10/2020,20,Visa,PIN,351,ATM,Subscription,USA,USA,United Kingdom,F,60,Barclays,0
231247,13/10/2020,13,MasterCard,PIN,389,ATM,Entertainment,India,India,India,F,60,Barclays,0
231333,13/10/2020,15,MasterCard,Tap,20,POS,Products,United Kingdom,Russia,United Kingdom,M,60,Lloyds,0
231351,14/10/2020,15,Visa,PIN,368,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,F,60,Barlcays,0
231352,13/10/2020,20,MasterCard,PIN,41,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60,Barlcays,0
231438,13/10/2020,20,MasterCard,Tap,5,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
231550,13/10/2020,21,MasterCard,PIN,397,POS,Fashion,United Kingdom,India,United Kingdom,F,60,Barclays,0
231708,14/10/2020,8,MasterCard,Tap,29,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
231740,13/10/2020,15,Visa,Tap,13,POS,Gaming,USA,USA,USA,F,60,Barclays,0
231771,13/10/2020,17,MasterCard,Tap,25,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
231813,14/10/2020,17,MasterCard,PIN,154,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
231822,13/10/2020,14,MasterCard,PIN,52,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
231824,14/10/2020,11,MasterCard,Tap,9,Online,Electronics,India,India,United Kingdom,F,60,HSBC,1
231839,13/10/2020,11,Visa,PIN,99,Online,Entertainment,United Kingdom,Russia,United Kingdom,M,60,TSB,0
231849,13/10/2020,19,MasterCard,Tap,29,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
231870,14/10/2020,22,MasterCard,PIN,26,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
231933,14/10/2020,11,Visa,PIN,327,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
231960,14/10/2020,8,Visa,PIN,167,Online,Products,India,India,India,F,60,Barclays,0
232025,13/10/2020,21,MasterCard,PIN,199,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
232116,14/10/2020,14,MasterCard,PIN,295,Online,Products,China,China,United Kingdom,F,60,Barclays,0
232149,13/10/2020,7,Visa,Tap,16,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Monzo,0
232180,14/10/2020,21,Visa,PIN,83,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
232316,14/10/2020,19,MasterCard,PIN,76,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
232317,14/10/2020,8,Visa,PIN,18,ATM,Entertainment,India,India,India,F,60,TSB,0
232358,14/10/2020,21,MasterCard,PIN,361,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,60,HSBC,0
232394,13/10/2020,20,Visa,PIN,357,POS,Subscription,India,India,India,M,60,Monzo,0
232430,13/10/2020,22,Visa,Tap,15,POS,Services,United Kingdom,China,United Kingdom,M,60,Lloyds,0
232455,13/10/2020,10,Visa,PIN,373,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
232475,14/10/2020,23,Visa,Tap,28,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
232527,14/10/2020,12,MasterCard,PIN,240,POS,Products,India,India,United Kingdom,F,60,Barclays,0
232545,14/10/2020,22,Visa,Tap,25,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
232626,13/10/2020,19,MasterCard,Tap,24,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
232690,14/10/2020,18,MasterCard,Tap,13,Online,Subscription,United Kingdom,China,United Kingdom,M,60,Monzo,0
232707,13/10/2020,13,Visa,PIN,101,POS,Products,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
232786,13/10/2020,10,MasterCard,PIN,175,ATM,Electronics,USA,USA,United Kingdom,M,60,HSBC,0
232801,13/10/2020,14,MasterCard,Tap,18,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,60,TSB,0
232942,14/10/2020,21,Visa,Tap,30,POS,Fashion,Russia,Russia,United Kingdom,F,60,HSBC,1
233037,13/10/2020,4,Visa,PIN,116,Online,Products,China,China,United Kingdom,F,60,Halifax,1
233290,14/10/2020,12,MasterCard,PIN,310,Online,Fashion,India,India,India,M,60,Barclays,0
233342,14/10/2020,21,Visa,PIN,96,ATM,Food,USA,USA,United Kingdom,M,60,Halifax,1
233394,13/10/2020,8,Visa,Tap,10,Online,Services,India,India,India,F,60,Monzo,0
233424,13/10/2020,23,Visa,PIN,288,ATM,Food,United Kingdom,USA,United Kingdom,F,60,HSBC,0
233447,14/10/2020,13,Visa,Tap,16,POS,Subscription,USA,USA,United Kingdom,F,60,Barclays,1
233504,14/10/2020,23,MasterCard,Tap,16,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,60,Halifax,0
233625,13/10/2020,15,Visa,PIN,255,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,60,RBS,0
233640,13/10/2020,16,MasterCard,PIN,354,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,M,60,Lloyds,0
233688,13/10/2020,11,Visa,Tap,11,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,60,Monzo,0
233709,14/10/2020,8,Visa,PIN,301,POS,Electronics,USA,USA,United Kingdom,M,60,TSB,0
233786,13/10/2020,22,Visa,Tap,25,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
233846,14/10/2020,9,Visa,Tap,11,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
233863,14/10/2020,9,MasterCard,Tap,25,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,60,Metro,0
233975,13/10/2020,17,MasterCard,PIN,149,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,F,60,Halifax,0
233995,13/10/2020,18,Visa,Tap,28,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
234162,14/10/2020,13,Visa,PIN,128,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
234258,13/10/2020,16,MasterCard,PIN,121,Online,Children,Russia,Russia,Russia,F,60,Lloyds,0
234260,13/10/2020,23,MasterCard,Tap,17,POS,Restaurant,India,India,India,M,60,Halifax,0
234362,14/10/2020,14,Visa,Tap,13,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,60,TSB,0
234495,14/10/2020,20,MasterCard,Tap,6,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
234648,14/10/2020,16,MasterCard,Tap,17,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Monzo,0
234651,14/10/2020,13,MasterCard,Tap,14,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
234750,13/10/2020,23,MasterCard,PIN,179,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
234759,13/10/2020,7,MasterCard,Tap,6,ATM,Entertainment,India,India,India,M,60,TSB,0
234814,14/10/2020,17,Visa,Tap,19,Online,Entertainment,India,India,India,F,60,TSB,0
234951,14/10/2020,18,Visa,Tap,12,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Monzo,0
234970,13/10/2020,8,Visa,PIN,365,ATM,Entertainment,United Kingdom,China,United Kingdom,F,60,Barlcays,0
235026,14/10/2020,17,Visa,PIN,278,POS,Entertainment,Russia,Russia,United Kingdom,F,60,Lloyds,0
235052,13/10/2020,9,Visa,Tap,9,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,60,Metro,0
235053,13/10/2020,10,Visa,Tap,25,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
235064,13/10/2020,16,Visa,Tap,10,ATM,Electronics,Russia,Russia,Russia,F,60,RBS,0
235065,14/10/2020,19,MasterCard,PIN,20,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,60,Lloyds,0
235098,14/10/2020,9,MasterCard,Tap,20,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
235167,14/10/2020,12,Visa,Tap,16,ATM,Electronics,United Kingdom,India,United Kingdom,M,60,HSBC,0
235174,14/10/2020,16,Visa,PIN,129,ATM,Children,Russia,Russia,Russia,M,60,Barlcays,0
235205,13/10/2020,22,MasterCard,PIN,137,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,60,Barclays,0
235219,14/10/2020,20,MasterCard,Tap,26,ATM,Services,United Kingdom,USA,United Kingdom,M,60,Lloyds,0
235248,13/10/2020,17,Visa,Tap,27,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,60,Barclays,0
215513,14/10/2020,11,Visa,Tap,25,Online,Entertainment,United Kingdom,USA,United Kingdom,F,61,RBS,1
215549,14/10/2020,23,Visa,PIN,175,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,61,RBS,0
215555,14/10/2020,8,Visa,Tap,12,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,61,RBS,0
215559,14/10/2020,22,Visa,Tap,26,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,61,Monzo,0
215712,13/10/2020,11,Visa,Tap,16,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,61,Barlcays,0
215802,14/10/2020,19,MasterCard,PIN,260,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,61,RBS,0
215808,13/10/2020,21,Visa,Tap,11,Online,Subscription,China,China,China,M,61,Barlcays,0
215816,14/10/2020,23,MasterCard,PIN,69,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,61,RBS,0
215907,13/10/2020,12,Visa,PIN,172,Online,Services,United Kingdom,United Kingdom,United Kingdom,M,61,Barclays,0
215953,14/10/2020,5,Visa,Tap,23,POS,Fashion,USA,USA,United Kingdom,F,61,Lloyds,1
215967,13/10/2020,16,MasterCard,Tap,12,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,61,Barclays,0
216076,13/10/2020,9,MasterCard,PIN,74,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,61,Barclays,0
216086,14/10/2020,19,MasterCard,PIN,160,ATM,Services,United Kingdom,USA,United Kingdom,M,61,Barclays,0
216107,14/10/2020,22,MasterCard,PIN,41,Online,Entertainment,United Kingdom,USA,United Kingdom,M,61,Halifax,0
216160,13/10/2020,11,Visa,PIN,385,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,61,Lloyds,0
216226,14/10/2020,9,Visa,PIN,178,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,61,HSBC,0
216282,14/10/2020,23,MasterCard,Tap,13,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,F,61,Barclays,0
216337,14/10/2020,9,MasterCard,PIN,170,Online,Fashion,United Kingdom,India,United Kingdom,F,61,Lloyds,0
216374,13/10/2020,7,Visa,PIN,292,Online,Subscription,China,China,China,F,61,Barclays,0
216518,14/10/2020,23,MasterCard,PIN,355,Online,Electronics,Russia,Russia,Russia,F,61,Barclays,0
216619,14/10/2020,13,MasterCard,PIN,280,ATM,Fashion,China,China,United Kingdom,F,61,Barclays,0
216644,13/10/2020,8,Visa,Tap,9,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,61,Barclays,0
216745,14/10/2020,12,Visa,Tap,29,POS,Entertainment,United Kingdom,USA,United Kingdom,F,61,Barlcays,0
216778,14/10/2020,12,Visa,Tap,10,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,61,Barclays,0
216907,13/10/2020,9,Visa,PIN,267,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,61,Barclays,0
